CustomerID,total_compras,total_gasto,ticket_medio,primeira_compra,ultima_compra,dias_entre_compras,cluster
12402.0,1,225.60000000000002,20.50909090909091,2011-01-20 13:49:00,2011-01-20 13:49:00,0.0,1
12403.0,1,427.7,85.53999999999999,2011-10-21 10:51:00,2011-10-21 10:51:00,0.0,1
12405.0,1,1710.39,31.67388888888889,2011-07-14 08:52:00,2011-07-14 08:52:00,0.0,1
12406.0,2,3415.3,32.52666666666667,2011-06-09 10:23:00,2011-11-17 19:22:00,80.5,0
12407.0,5,1708.12,22.18337662337662,2011-03-20 13:21:00,2011-10-21 10:11:00,42.8,1
12408.0,5,2888.55,27.51,2011-03-24 14:46:00,2011-11-07 12:27:00,45.4,0
12409.0,3,11072.67,101.58412844036697,2011-06-10 12:19:00,2011-09-22 10:38:00,34.333333333333336,1
12410.0,2,693.33,26.66653846153846,2011-02-04 10:38:00,2011-02-04 10:39:00,0.0,1
12412.0,3,1226.88,20.112786885245903,2011-06-23 13:51:00,2011-09-26 10:16:00,31.333333333333332,1
12413.0,3,758.1,19.95,2011-01-06 16:12:00,2011-10-04 09:00:00,90.0,0
12414.0,3,562.4100000000001,31.245000000000005,2011-02-02 14:51:00,2011-05-06 14:51:00,31.0,1
12415.0,21,124914.53,174.95032212885152,2011-01-06 11:12:00,2011-11-15 14:22:00,14.904761904761905,1
12417.0,9,3649.1,19.005729166666665,2010-12-17 11:51:00,2011-12-06 14:52:00,39.333333333333336,1
12418.0,1,668.58,19.664117647058823,2011-08-19 11:08:00,2011-08-19 11:08:00,0.0,1
12420.0,1,600.39,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,0.0,1
12421.0,4,807.04,17.93422222222222,2011-01-24 15:09:00,2011-11-24 09:07:00,75.75,0
12422.0,3,803.5600000000001,20.604102564102565,2011-01-19 09:13:00,2011-09-05 09:48:00,76.33333333333333,0
12423.0,8,1859.31,14.87448,2010-12-21 10:54:00,2011-12-09 10:10:00,44.0,1
12424.0,2,1760.96,58.69866666666667,2011-06-30 12:06:00,2011-06-30 12:06:00,0.0,1
12425.0,1,777.2,21.58888888888889,2011-09-22 17:31:00,2011-09-22 17:31:00,0.0,1
12426.0,1,582.73,19.424333333333333,2011-05-29 12:26:00,2011-05-29 12:26:00,0.0,1
12427.0,3,825.8000000000001,26.638709677419357,2010-12-03 10:44:00,2011-11-18 08:56:00,116.33333333333333,0
12428.0,9,7956.46,27.062789115646257,2011-03-01 09:33:00,2011-11-14 08:22:00,28.555555555555557,1
12429.0,4,3750.4,38.66391752577319,2010-12-09 12:05:00,2011-11-30 17:22:00,89.0,0
12430.0,1,256.4,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,0.0,1
12431.0,15,6419.95,27.43568376068376,2010-12-01 10:03:00,2011-11-04 11:55:00,22.533333333333335,1
12432.0,5,5059.32,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,25.8,1
12433.0,7,13375.87,31.847309523809525,2010-12-01 13:24:00,2011-12-09 10:02:00,53.142857142857146,0
12434.0,2,806.14,16.122799999999998,2011-03-24 13:05:00,2011-09-16 12:38:00,87.5,0
12435.0,2,7829.89,217.49694444444447,2011-03-17 07:40:00,2011-09-21 09:06:00,94.0,0
12436.0,1,509.01,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,0.0,1
12437.0,18,4951.41,24.88145728643216,2011-01-12 14:13:00,2011-12-08 11:35:00,18.27777777777778,1
12438.0,2,2906.85,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,62.5,0
12441.0,1,173.55,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,0.0,1
12442.0,1,172.06,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,0.0,1
12444.0,5,5005.46,28.440113636363638,2011-06-21 14:00:00,2011-11-18 13:23:00,29.8,1
12445.0,1,133.4,33.35,2011-11-17 18:43:00,2011-11-17 18:43:00,0.0,1
12446.0,1,1002.3100000000001,17.584385964912283,2011-10-13 12:50:00,2011-10-13 12:50:00,0.0,1
12447.0,1,476.49,18.326538461538462,2011-04-10 13:25:00,2011-04-10 13:25:00,0.0,1
12448.0,1,449.45,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,0.0,1
12449.0,4,4067.29,21.294712041884818,2011-06-05 15:37:00,2011-11-17 13:46:00,41.0,1
12450.0,2,197.88,24.735,2011-06-19 14:36:00,2011-07-06 14:41:00,8.5,1
12451.0,5,9035.52,25.524067796610172,2011-01-19 09:05:00,2011-11-29 08:40:00,62.6,0
12452.0,2,430.57000000000005,19.57136363636364,2011-11-23 08:05:00,2011-11-23 10:28:00,0.0,1
12453.0,1,707.09,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,0.0,1
12454.0,1,3528.34,235.22266666666667,2011-10-14 17:13:00,2011-10-14 17:13:00,0.0,1
12455.0,6,2466.86,27.409555555555556,2011-02-16 09:56:00,2011-09-27 15:31:00,37.166666666666664,1
12456.0,3,3181.04,25.44832,2011-03-30 09:12:00,2011-10-26 14:41:00,70.0,0
12457.0,7,2363.23,38.11661290322581,2011-04-14 18:57:00,2011-10-04 13:13:00,24.571428571428573,1
12458.0,2,947.4,24.931578947368422,2011-02-28 10:55:00,2011-09-29 15:25:00,106.5,0
12461.0,2,826.88,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,30.0,1
12462.0,2,1189.59,19.186935483870965,2011-02-09 14:44:00,2011-11-21 09:11:00,142.0,0
12463.0,4,1344.78,16.202168674698793,2011-04-12 12:47:00,2011-10-17 13:44:00,47.0,0
12464.0,8,1212.05,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,37.375,1
12465.0,2,742.19,15.791276595744682,2011-06-23 13:37:00,2011-11-22 16:34:00,76.0,0
12468.0,2,729.54,19.198421052631577,2011-01-27 13:29:00,2011-06-05 11:36:00,64.0,0
12471.0,30,19788.65,43.11252723311547,2010-12-10 09:35:00,2011-12-07 15:43:00,12.066666666666666,1
12472.0,7,6572.11,19.386755162241887,2010-12-05 14:19:00,2011-11-07 14:01:00,48.0,0
12473.0,5,3928.05,23.521257485029942,2011-06-01 10:15:00,2011-11-10 13:46:00,32.4,1
12474.0,18,7324.09,17.355663507109004,2011-01-14 10:06:00,2011-11-22 14:39:00,17.333333333333332,1
12475.0,1,723.38,20.093888888888888,2011-10-17 10:10:00,2011-10-17 10:10:00,0.0,1
12476.0,11,6816.42,29.255021459227468,2010-12-13 14:39:00,2011-11-24 12:40:00,31.363636363636363,1
12477.0,6,13219.74,44.065799999999996,2011-02-11 12:45:00,2011-11-17 09:51:00,46.333333333333336,1
12478.0,1,680.99,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,0.0,1
12479.0,1,527.2,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,0.0,1
12480.0,4,3281.63,21.309285714285714,2011-01-07 15:27:00,2011-11-11 14:52:00,76.75,0
12481.0,10,5579.82,25.8325,2010-12-09 10:13:00,2011-11-17 08:29:00,34.2,1
12483.0,8,2484.98,33.133066666666664,2011-01-04 14:20:00,2011-11-22 17:02:00,40.25,1
12484.0,6,4527.32,13.199183673469387,2011-01-07 14:04:00,2011-11-07 11:37:00,50.5,0
12488.0,3,1298.66,23.612000000000002,2011-09-25 10:34:00,2011-11-30 08:50:00,21.666666666666668,1
12489.0,1,334.93,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,0.0,1
12490.0,10,5417.93,22.114,2011-01-14 09:13:00,2011-12-04 16:07:00,32.4,1
12491.0,1,460.40000000000003,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,0.0,1
12492.0,2,263.21000000000004,13.160500000000003,2011-08-26 14:51:00,2011-10-07 15:15:00,21.0,1
12493.0,2,433.74,19.715454545454545,2011-05-26 14:53:00,2011-06-27 10:17:00,15.5,1
12494.0,7,1246.1,16.18311688311688,2010-12-09 11:31:00,2011-11-24 09:34:00,49.857142857142854,0
12497.0,1,1043.1,74.50714285714285,2011-09-19 12:29:00,2011-09-19 12:29:00,0.0,1
12498.0,3,403.70000000000005,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,12.0,1
12500.0,11,4257.82,69.80032786885245,2011-01-10 09:48:00,2011-11-16 16:20:00,28.181818181818183,1
12501.0,1,2169.39,14.559664429530201,2011-01-07 12:28:00,2011-01-07 12:28:00,0.0,1
12502.0,5,3723.87,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,42.8,1
12504.0,2,482.04999999999995,53.5611111111111,2011-11-09 14:56:00,2011-11-21 16:02:00,6.0,1
12506.0,1,73.5,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,0.0,1
12507.0,3,1304.81,62.13380952380952,2011-02-14 09:24:00,2011-07-28 17:09:00,54.666666666666664,0
12508.0,2,397.88,5.851176470588236,2011-11-10 16:27:00,2011-11-13 15:37:00,1.0,1
12509.0,1,176.5,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,0.0,1
12510.0,2,982.5699999999999,29.774848484848484,2011-01-18 14:04:00,2011-07-20 10:15:00,91.0,0
12512.0,2,132.18,4.263870967741935,2011-10-04 14:53:00,2011-10-04 14:55:00,0.0,1
12513.0,1,612.29,17.494,2011-08-19 10:51:00,2011-08-19 10:51:00,0.0,1
12514.0,1,1017.6800000000001,19.95450980392157,2011-03-17 16:38:00,2011-03-17 16:38:00,0.0,1
12515.0,1,383.7,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,0.0,1
12516.0,2,1312.06,50.46384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,51.0,0
12517.0,5,2481.6,8.894623655913978,2011-06-02 15:13:00,2011-11-11 14:04:00,32.2,1
12518.0,5,2056.89,16.58782258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,21.8,1
12519.0,1,330.84000000000003,19.46117647058824,2011-10-07 09:26:00,2011-10-07 09:26:00,0.0,1
12520.0,5,2634.26,17.330657894736845,2011-03-11 11:35:00,2011-09-21 15:23:00,38.8,1
12521.0,1,599.68,15.781052631578946,2011-07-20 10:51:00,2011-07-20 10:51:00,0.0,1
12522.0,2,192.72,16.06,2011-10-19 14:41:00,2011-10-31 15:30:00,6.0,1
12523.0,11,1789.77,16.884622641509434,2011-01-12 09:43:00,2011-11-20 12:55:00,28.363636363636363,1
12524.0,8,4485.72,31.150833333333335,2011-01-10 10:35:00,2011-11-30 15:31:00,40.5,1
12526.0,3,1316.66,18.54450704225352,2011-09-06 14:19:00,2011-12-09 12:09:00,31.0,1
12527.0,3,348.71000000000004,19.37277777777778,2011-01-18 12:05:00,2011-09-19 11:55:00,81.0,0
12528.0,6,1933.48,21.01608695652174,2011-01-31 09:05:00,2011-11-30 14:40:00,50.5,0
12530.0,4,1662.28,25.186060606060607,2011-01-07 10:04:00,2011-10-11 12:34:00,69.25,0
12531.0,1,125.22,7.365882352941177,2011-11-25 11:12:00,2011-11-25 11:12:00,0.0,1
12532.0,1,349.83000000000004,21.864375000000003,2011-11-09 13:47:00,2011-11-09 13:47:00,0.0,1
12534.0,1,1089.18,17.28857142857143,2011-08-01 10:26:00,2011-08-01 10:26:00,0.0,1
12535.0,2,716.35,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,47.0,0
12536.0,3,12601.830000000002,48.282873563218395,2011-10-11 14:52:00,2011-10-27 14:20:00,5.0,1
12538.0,1,363.95,17.33095238095238,2011-11-10 17:16:00,2011-11-10 17:16:00,0.0,1
12539.0,4,5568.35,20.396886446886448,2011-01-10 09:11:00,2011-11-17 13:30:00,77.75,0
12540.0,17,13400.24,28.03397489539749,2010-12-13 09:39:00,2011-11-20 11:31:00,20.11764705882353,1
12541.0,3,981.18,18.868846153846153,2011-03-04 09:32:00,2011-11-10 10:40:00,83.66666666666667,0
12544.0,1,372.7,19.61578947368421,2011-11-03 16:15:00,2011-11-03 16:15:00,0.0,1
12545.0,2,1000.39,20.0078,2011-03-25 12:04:00,2011-09-25 13:39:00,92.0,0
12546.0,2,1161.5,16.833333333333332,2011-09-23 09:44:00,2011-10-24 12:09:00,15.5,1
12547.0,2,207.8,25.975,2011-03-04 12:46:00,2011-05-26 12:38:00,41.0,1
12548.0,1,95.19999999999999,19.04,2011-06-26 15:35:00,2011-06-26 15:35:00,0.0,1
12550.0,1,964.83,16.92684210526316,2011-09-21 14:35:00,2011-09-21 14:35:00,0.0,1
12551.0,1,168.0,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,0.0,1
12552.0,2,437.82,21.891,2011-10-31 12:11:00,2011-11-01 10:02:00,0.0,1
12553.0,10,3692.28,19.33130890052356,2011-01-14 10:42:00,2011-12-01 16:38:00,32.1,1
12556.0,2,599.56,5.038319327731092,2011-07-11 13:35:00,2011-10-20 13:06:00,50.0,0
12557.0,5,11990.960000000001,363.36242424242425,2010-12-03 12:20:00,2011-11-23 16:59:00,71.0,0
12558.0,1,269.96,24.54181818181818,2011-12-02 10:41:00,2011-12-02 10:41:00,0.0,1
12559.0,2,561.71,26.74809523809524,2011-01-24 10:12:00,2011-02-02 09:49:00,4.0,1
12560.0,3,2134.01,20.323904761904764,2011-07-19 15:55:00,2011-12-04 13:54:00,45.666666666666664,0
12561.0,1,238.85,14.928125,2011-02-10 11:39:00,2011-02-10 11:39:00,0.0,1
12562.0,7,3781.7400000000002,22.510357142857146,2011-05-25 12:44:00,2011-12-01 17:20:00,27.142857142857142,1
12564.0,1,456.90000000000003,21.75714285714286,2011-03-23 14:55:00,2011-03-23 14:55:00,0.0,1
12565.0,1,145.92000000000002,16.213333333333335,2011-02-24 10:34:00,2011-02-24 10:34:00,0.0,1
12566.0,1,351.65,18.507894736842104,2011-09-14 14:30:00,2011-09-14 14:30:00,0.0,1
12567.0,10,9401.28,21.079103139013455,2010-12-05 11:57:00,2011-11-17 11:02:00,34.6,1
12569.0,32,4124.6900000000005,21.93984042553192,2011-04-01 13:47:00,2011-12-07 16:24:00,7.8125,1
12571.0,2,519.61,15.28264705882353,2011-08-10 12:35:00,2011-10-31 10:19:00,40.5,1
12572.0,2,1020.4200000000001,17.007,2011-10-19 08:20:00,2011-12-01 09:20:00,21.5,1
12573.0,1,160.54000000000002,5.733571428571429,2011-04-26 15:52:00,2011-04-26 15:52:00,0.0,1
12574.0,1,218.45000000000002,19.85909090909091,2011-01-28 09:20:00,2011-01-28 09:20:00,0.0,1
12576.0,5,1315.83,14.952613636363635,2011-02-08 11:31:00,2011-11-04 10:11:00,53.6,0
12577.0,3,626.6,4.291780821917809,2010-12-15 16:21:00,2011-11-04 13:24:00,107.66666666666667,0
12578.0,2,2794.51,24.51324561403509,2011-01-13 15:34:00,2011-11-18 13:30:00,154.0,0
12579.0,1,440.42,15.18689655172414,2011-09-22 17:15:00,2011-09-22 17:15:00,0.0,1
12580.0,1,415.7,17.320833333333333,2011-04-07 10:24:00,2011-04-07 10:24:00,0.0,1
12581.0,1,197.71,13.180666666666667,2011-10-31 08:56:00,2011-10-31 08:56:00,0.0,1
12582.0,2,511.36,23.243636363636366,2011-02-24 11:42:00,2011-04-15 08:45:00,24.5,1
12583.0,15,7281.38,29.47927125506073,2010-12-01 08:45:00,2011-12-07 08:07:00,24.666666666666668,1
12584.0,9,2338.15,24.355729166666666,2011-03-04 15:15:00,2011-12-06 09:35:00,30.666666666666668,1
12585.0,2,2040.1,23.44942528735632,2010-12-23 12:58:00,2011-04-19 13:39:00,58.5,0
12586.0,1,196.94000000000003,17.903636363636366,2011-11-22 16:24:00,2011-11-22 16:24:00,0.0,1
12587.0,1,144.0,36.0,2011-12-02 12:47:00,2011-12-02 12:47:00,0.0,1
12588.0,1,214.89999999999998,21.49,2011-10-31 15:01:00,2011-10-31 15:01:00,0.0,1
12589.0,2,646.68,18.47657142857143,2011-07-18 12:05:00,2011-11-11 10:19:00,57.5,0
12590.0,2,9864.26,145.06264705882353,2011-05-12 14:46:00,2011-05-12 14:52:00,0.0,1
12591.0,1,452.84999999999997,17.41730769230769,2011-01-26 14:35:00,2011-01-26 14:35:00,0.0,1
12592.0,2,437.6,24.311111111111114,2011-05-10 13:44:00,2011-09-08 15:04:00,60.5,0
12593.0,3,418.1,19.90952380952381,2011-05-05 09:29:00,2011-08-23 12:43:00,36.666666666666664,1
12594.0,10,3338.2200000000003,28.290000000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,28.5,1
12596.0,2,618.27,22.898888888888887,2011-04-11 13:22:00,2011-10-19 13:02:00,95.0,0
12597.0,4,3811.22,18.50106796116505,2011-03-16 14:00:00,2011-11-20 13:33:00,62.0,0
12598.0,8,3023.08,22.902121212121212,2011-02-28 11:58:00,2011-11-30 12:18:00,34.375,1
12599.0,7,1032.58,16.654516129032256,2011-02-08 13:28:00,2011-11-10 13:34:00,39.285714285714285,1
12600.0,10,2599.04,40.61,2010-12-03 12:57:00,2011-11-11 10:29:00,34.2,1
12601.0,5,577.0600000000001,20.609285714285715,2011-01-11 10:38:00,2011-06-03 10:17:00,28.4,1
12602.0,1,153.12,12.76,2011-10-12 11:22:00,2011-10-12 11:22:00,0.0,1
12603.0,1,739.1999999999999,369.59999999999997,2011-11-18 10:42:00,2011-11-18 10:42:00,0.0,1
12604.0,2,254.18,15.88625,2011-03-23 12:06:00,2011-09-21 14:08:00,91.0,0
12607.0,1,1579.51,15.63871287128713,2011-10-10 16:06:00,2011-10-10 16:06:00,0.0,1
12609.0,3,1126.85,18.78083333333333,2011-01-25 15:13:00,2011-09-22 16:34:00,80.0,0
12610.0,5,2099.54,19.80698113207547,2011-08-05 13:52:00,2011-11-17 09:34:00,20.6,1
12611.0,1,1193.32,18.35876923076923,2011-10-18 13:12:00,2011-10-18 13:12:00,0.0,1
12612.0,1,704.04,37.054736842105264,2011-09-26 15:35:00,2011-09-26 15:35:00,0.0,1
12613.0,5,3344.38,21.858692810457516,2011-03-22 15:42:00,2011-10-13 14:59:00,40.8,1
12614.0,1,315.6,15.780000000000001,2011-03-07 10:22:00,2011-03-07 10:22:00,0.0,1
12615.0,4,2291.19,21.820857142857143,2011-06-24 13:35:00,2011-12-07 15:02:00,41.5,1
12616.0,2,713.3,22.290625,2011-02-15 14:17:00,2011-09-05 15:17:00,101.0,0
12617.0,1,352.98,8.609268292682927,2011-11-10 14:39:00,2011-11-10 14:39:00,0.0,1
12618.0,1,177.31,16.11909090909091,2011-11-18 11:10:00,2011-11-18 11:10:00,0.0,1
12619.0,9,3641.24,40.45822222222222,2011-03-31 13:10:00,2011-11-23 14:52:00,26.333333333333332,1
12620.0,3,1339.41,14.558804347826088,2011-05-19 12:10:00,2011-11-25 10:20:00,63.0,0
12621.0,20,13689.67,29.31406852248394,2010-12-09 10:16:00,2011-12-08 11:25:00,18.2,1
12622.0,1,180.1,16.37272727272727,2011-04-21 16:39:00,2011-04-21 16:39:00,0.0,1
12623.0,1,305.1,16.950000000000003,2011-03-08 13:50:00,2011-03-08 13:50:00,0.0,1
12624.0,2,641.13,16.87184210526316,2011-06-15 12:34:00,2011-08-25 15:04:00,35.5,1
12625.0,2,2683.82,31.207209302325584,2011-01-24 13:27:00,2011-05-12 09:54:00,53.5,0
12626.0,9,6620.4800000000005,22.518639455782314,2011-01-17 11:01:00,2011-11-16 16:06:00,33.666666666666664,1
12627.0,7,4478.53,19.47186956521739,2011-07-22 13:59:00,2011-11-29 12:07:00,18.428571428571427,1
12628.0,3,786.46,19.181951219512197,2011-10-06 09:28:00,2011-12-05 13:15:00,20.0,1
12630.0,2,1270.88,19.8575,2011-10-27 10:41:00,2011-11-30 10:48:00,17.0,1
12631.0,1,640.5,20.661290322580644,2011-10-13 13:53:00,2011-10-13 13:53:00,0.0,1
12633.0,4,2163.98,21.425544554455445,2011-02-25 08:44:00,2011-10-12 11:40:00,57.25,0
12635.0,2,1689.18,16.724554455445546,2011-07-08 08:43:00,2011-09-11 11:04:00,32.5,1
12637.0,8,6002.9,15.714397905759162,2011-01-20 10:47:00,2011-10-03 13:46:00,32.0,1
12638.0,1,671.69,17.222820512820515,2011-11-06 13:11:00,2011-11-06 13:11:00,0.0,1
12639.0,1,486.1,22.095454545454547,2011-04-15 12:48:00,2011-04-15 12:48:00,0.0,1
12640.0,3,1174.58,22.16188679245283,2011-09-19 12:01:00,2011-11-16 11:52:00,19.0,1
12641.0,1,185.9,18.59,2011-08-16 13:26:00,2011-08-16 13:26:00,0.0,1
12642.0,3,1013.26,21.558723404255318,2011-08-24 09:23:00,2011-11-14 15:03:00,27.333333333333332,1
12643.0,6,3344.64,139.35999999999999,2011-01-11 11:48:00,2011-08-03 12:56:00,34.0,1
12644.0,1,477.90999999999997,15.416451612903225,2011-08-02 10:33:00,2011-08-02 10:33:00,0.0,1
12645.0,4,1775.18,24.31753424657534,2011-01-27 13:08:00,2011-11-06 12:38:00,70.5,0
12646.0,2,1346.97,29.932666666666666,2011-10-21 12:52:00,2011-12-05 10:14:00,22.0,1
12647.0,12,3722.82,30.76710743801653,2010-12-05 14:02:00,2011-11-17 12:56:00,28.833333333333332,1
12648.0,1,318.05,15.145238095238096,2011-07-08 11:55:00,2011-07-08 11:55:00,0.0,1
12649.0,3,623.51,20.113225806451613,2011-05-11 14:37:00,2011-08-24 14:41:00,35.0,1
12650.0,1,314.44,15.722,2011-12-06 16:34:00,2011-12-06 16:34:00,0.0,1
12651.0,1,114.0,12.666666666666666,2011-01-09 12:46:00,2011-01-09 12:46:00,0.0,1
12652.0,1,919.98,19.16625,2011-01-12 15:00:00,2011-01-12 15:00:00,0.0,1
12653.0,2,2209.85,51.391860465116274,2011-02-16 10:53:00,2011-07-14 10:41:00,73.5,0
12654.0,5,601.98,15.841578947368422,2011-02-17 13:16:00,2011-11-29 10:10:00,56.8,0
12656.0,5,4051.17,32.152142857142856,2011-04-20 09:20:00,2011-11-22 13:42:00,43.2,1
12657.0,4,1643.18,34.961276595744685,2011-09-22 11:40:00,2011-11-28 15:47:00,16.75,1
12658.0,1,686.05,19.056944444444444,2011-11-21 10:22:00,2011-11-21 10:22:00,0.0,1
12659.0,1,91.68,18.336000000000002,2011-11-10 11:53:00,2011-11-10 11:53:00,0.0,1
12660.0,1,245.10000000000002,18.853846153846156,2011-11-28 13:26:00,2011-11-28 13:26:00,0.0,1
12662.0,11,3849.78,16.73817391304348,2010-12-01 13:04:00,2011-12-09 11:59:00,33.81818181818182,1
12664.0,9,4881.88,131.94270270270272,2011-01-21 11:42:00,2011-12-01 17:07:00,34.888888888888886,1
12665.0,1,63.0,21.0,2011-01-19 08:34:00,2011-01-19 08:34:00,0.0,1
12667.0,1,620.13,18.791818181818183,2011-10-12 17:00:00,2011-10-12 17:00:00,0.0,1
12668.0,4,3807.15,23.64689440993789,2010-12-19 12:46:00,2011-11-28 10:56:00,85.75,0
12669.0,3,2744.0299999999997,27.168613861386135,2011-03-28 10:15:00,2011-07-12 09:54:00,35.0,1
12670.0,5,2996.05,32.56576086956522,2011-04-21 10:16:00,2011-11-29 15:23:00,44.4,1
